Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Car,CouncilArea,Regionname,Propertycount
Alphington,136A Fulham Rd,3,h,S,Jellis,4/03/2017,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,1/9 Roemer Cr,2,u,PI,Miles,7/05/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4 Tuckett St,3,h,S,Jellis,7/05/2016,6.4,3078.0,3.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2/21 Fulham Rd,3,t,SP,Holland,8/10/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,44 Shiers St,4,h,S,Collins,8/10/2016,6.4,3078.0,1.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,83 Fulham Rd,5,h,S,Nelson,12/06/2016,6.4,3078.0,4.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,29 Alphington St,5,h,S,Collins,12/11/2016,6.4,3078.0,4.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3/19 Harker St,2,u,S,Miles,12/11/2016,6.4,3078.0,1.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4/2 Miller St,2,t,S,Miles,12/11/2016,6.4,3078.0,3.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2/5 Yarana Rd,2,u,S,McGrath,12/11/2016,6.4,3078.0,1.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,4/5 Chandler Hwy,4,t,PN,Nelson,13/08/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,69 Lucerne Cr,3,h,S,Nelson,13/08/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,815 Heidelberg Rd,3,h,PI,hockingstuart,15/10/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,44 Naroon Rd,3,h,S,Nelson,16/04/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,11 Tower Av,4,h,S,Jellis,16/04/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,1/17 Rex Av,2,u,PI,Nelson,17/09/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,3/98 Grange Rd,2,u,S,Nelson,18/03/2017,6.4,3078.0,1.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,10 Bennett St,4,h,S,Nelson,19/11/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,38 Bennett St,4,h,S,Nelson,19/11/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,2c Hamilton St,3,h,SP,hockingstuart,22/05/2016,6.4,3078.0,1.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,5/5 Yarana Rd,2,u,VB,Nelson,22/05/2016,6.4,3078.0,1.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,7/7 Chandler Hwy,2,t,SP,Brace,24/09/2016,6.4,3078.0,0.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,1/14 Fulham Rd,2,u,S,Love,25/02/2017,6.4,3078.0,1.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,17 Lowther St,3,h,S,Collins,25/02/2017,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,29 Naroon Rd,4,h,SP,Jellis,25/02/2017,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,13a Fulham Rd,3,h,S,Jellis,26/07/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,32/23 Coate Av,3,h,VB,Thomas,27/06/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,22 Lowther St,3,h,S,Barry,27/06/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,6/11 Broomfield Av,2,u,S,Jellis,27/11/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,11 Margaret Gr,4,h,SP,McGrath,27/11/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,21 Como St,5,h,SN,Nelson,28/08/2016,6.4,3078.0,2.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,6 Naroon Rd,3,h,SP,McGrath,28/08/2016,6.4,3078.0,0.0,Darebin City Council,Northern Metropolitan,2211.0
Alphington,42 Shiers St,4,h,S,Jellis,30/07/2016,6.4,3078.0,3.0,Darebin City Council,Northern Metropolitan,2211.0
Altona,158 Queen St,3,h,VB,Greg,3/09/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,59 Bracken Gr,5,h,S,Greg,3/12/2016,13.8,3018.0,3.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/123 Blyth St,2,t,S,hockingstuart,4/02/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4 Blyth St,3,h,S,Barlow,4/03/2017,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,20 Linnet St,4,h,PI,Sweeney,4/06/2016,13.8,3018.0,4.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,29 Rose St,4,h,SP,Greg,4/06/2016,13.8,3018.0,6.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/170 Blyth St,3,u,S,Barlow,6/08/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,5/35 Grieve Pde,2,u,SP,hockingstuart,6/08/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,156 Maidstone St,3,h,VB,Greg,7/05/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,11 Keeshan Ct,3,h,S,Greg,7/11/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/4 Deavey Ct,2,u,VB,hockingstuart,8/10/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/136 Queen St,2,u,S,Barlow,8/10/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,173 Queen St,3,h,S,hockingstuart,8/10/2016,13.8,3018.0,4.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/265 Queen St,3,t,SP,hockingstuart,8/10/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3/26 Grieve Pde,2,u,S,Village,10/09/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,261 Queen St,4,h,S,Barlow,10/09/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4/5 Rose St,2,u,S,hockingstuart,10/09/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/60 David St,3,u,S,Jas,10/12/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1A Merritt Ct,3,t,S,hockingstuart,11/02/2017,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4/31 Millers Rd,2,u,SP,Greg,11/02/2017,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,111/112 Pier St,2,u,SP,hockingstuart,11/02/2017,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,24 Wren St,4,h,S,hockingstuart,11/02/2017,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,54 Seves St,3,h,S,Williams,11/03/2017,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/152 Blyth St,3,t,SP,Gunn&Co,12/11/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2/6 Galvin St,3,t,SP,Williams,12/11/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4/57 Blyth St,3,u,SP,Barlow,13/08/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,10 Wilga Av,3,t,S,hockingstuart,13/08/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,164 Maidstone St,3,h,S,Sweeney,14/05/2016,13.8,3018.0,4.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3/25 Rayner St,2,u,SP,hockingstuart,14/05/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3/46 Sargood St,2,u,S,Burnham,15/10/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/57 Blyth St,3,u,SP,Barlow,16/04/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,22 Fenfield St,3,h,S,hockingstuart,16/04/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,5/8 David St,2,u,PI,Biggin,16/07/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,1/28 Seves St,3,h,S,hockingstuart,17/09/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,27 McIntyre Dr,3,h,SP,Greg,18/03/2017,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,4 Boyd St,3,h,S,Barlow,19/11/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,5a Emu Av,4,h,S,Barlow,19/11/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,12 Spear Ct,3,t,S,hockingstuart,22/05/2016,13.8,3018.0,0.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,185 Queen St,3,h,PI,Barlow,22/08/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3/20 Mulga St,3,u,S,Williams,23/04/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,95 Blyth St,4,h,SN,hockingstuart,25/02/2017,13.8,3018.0,3.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,51 Millers Rd,4,h,S,Barlow,25/02/2017,13.8,3018.0,0.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2/119 Railway St N,3,u,S,Barlow,25/02/2017,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,12 Ransom Av,3,h,S,Barlow,25/02/2017,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2/5 Rose St,2,u,PI,Point,25/02/2017,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,24 McIntyre Dr,3,h,S,Barlow,27/06/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,104 Maidstone St,2,h,SP,hockingstuart,27/11/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,49 Bent St,3,h,S,Barlow,28/05/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,5/57 Blyth St,3,u,SP,Barlow,28/05/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,15 Kookaburra St,3,h,S,Sweeney,28/05/2016,13.8,3018.0,4.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,219 Civic Pde,3,h,S,Greg,28/08/2016,13.8,3018.0,2.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,3 Curtin Ct,4,h,S,Sweeney,28/08/2016,13.8,3018.0,3.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona,2/60 David St,2,h,SP,Compton,30/07/2016,13.8,3018.0,1.0,Hobsons Bay City Council,Western Metropolitan,5301.0
Altona North,1 Beuron Rd,3,h,SP,Williams,3/09/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,45 Hearn St,5,h,S,FN,3/09/2016,11.1,3025.0,6.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4 Knapp St,3,h,S,Jas,3/09/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,103 Sixth Av,4,h,S,hockingstuart,3/09/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,80A Hansen St,4,h,S,Sweeney,4/03/2017,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,21 Hatherley Gr,3,h,SP,Jas,4/03/2017,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3/66 Marion St,2,t,S,hockingstuart,4/03/2017,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,153 Mills St,3,h,S,Sweeney,4/03/2017,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/70 Misten Av,2,h,S,hockingstuart,4/03/2017,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,33 Carthy St,3,h,S,FN,4/06/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,47 Ginifer Av,3,h,SN,Barry,4/06/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,16 Harris St,3,h,S,Sweeney,4/06/2016,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/5 Little St,3,h,VB,Greg,6/08/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,58a Clematis Av,4,t,S,hockingstuart,7/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/77 Hansen St,3,u,S,hockingstuart,7/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,21 Joel Av,3,h,SP,Village,7/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/95 Mills St,3,h,S,Williams,7/05/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2/5 Stapley Cr,4,h,VB,hockingstuart,7/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,5 Binns St,3,h,PI,Village,7/11/2016,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2/9 First Av,2,h,SP,RT,7/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/28 Irwin Av,3,u,VB,hockingstuart,7/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3/49 Misten Av,3,h,SP,hockingstuart,7/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,29a The Broadway,4,t,PN,Williams,7/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,25 Allan St,4,h,SP,Jas,8/10/2016,11.1,3025.0,4.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,9 Fourth Av,3,h,S,Barlow,8/10/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,11a Edward Av,3,t,S,Greg,10/09/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,45 Freemans Rd,4,h,PN,hockingstuart,10/12/2016,11.1,3025.0,5.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,21 Hatherley Gr,3,h,VB,Jas,10/12/2016,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1B Paproth Gr,2,h,SP,RT,10/12/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,7 Seventh Av,3,h,SP,Greg,10/12/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/256 Mason St,2,t,S,Williams,11/03/2017,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,21 Allan St,4,h,SP,Williams,12/06/2016,11.1,3025.0,4.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,56a First Av,3,h,SP,RT,12/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,63a First Av,3,h,PI,RT,13/08/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,59 Misten Av,2,h,PI,Greg,13/08/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,85a First Av,3,t,VB,Greg,14/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,22 Joel Av,3,h,SP,Hunter,14/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,11 Mahon Av,3,h,S,Greg,14/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2/36 May St,3,h,S,hockingstuart,14/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,11 Beevers St,3,h,S,Greg,15/10/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2/10 Cleghorn Av,3,t,SP,Gunn&Co,15/10/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2 Edward Av,4,h,S,hockingstuart,15/10/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,10 Murphy St,4,h,SP,Gunn&Co,15/10/2016,11.1,3025.0,4.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,128 Second Av,3,h,S,Hunter,15/10/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,5/24 Valerian Av,3,h,PI,Village,15/10/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2/31 Cooper Av,2,h,SA,hockingstuart,16/07/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,9 Begonia Av,5,h,S,Sweeney,17/09/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/36 Amaranth Av,3,t,PI,RT,18/06/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,3/36 Amaranth Av,2,h,PI,RT,18/06/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,61 Cooper Av,3,h,S,Greg,18/06/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,10 Freemans St,3,h,VB,Greg,18/06/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,16 Beevers St,3,h,S,Sweeney,19/11/2016,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4/63 Marion St,1,u,PI,hockingstuart,19/11/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,150A McIntosh Rd,2,t,SP,Williams,19/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,21 Neal Ct,3,h,SP,hockingstuart,19/11/2016,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,31 Duosa Rd,3,h,S,Greg,22/05/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,252 Millers Rd,4,h,SP,Raine&Horne,22/05/2016,11.1,3025.0,4.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/156 Chambers Rd,3,h,SP,Hunter,22/08/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,19 Cleghorn Av,3,h,S,Buxton,22/08/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,2 Gadsden St,3,h,S,Jas,22/08/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,24 Hansen St,3,h,S,hockingstuart,22/08/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4 Prismall St,3,h,S,Sweeney,22/08/2016,11.1,3025.0,4.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/21 Freemans Rd,3,h,SP,RT,23/04/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,122 McIntosh Rd,3,h,S,Village,23/04/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,35 May St,2,h,S,RT,24/09/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,29 Cyclamen Av,2,h,PI,Jas,25/02/2017,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,6 Hill St,3,h,S,hockingstuart,25/02/2017,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,84 May St,4,h,S,Greg,25/02/2017,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,81 Fifth Av,4,h,S,hockingstuart,26/07/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,23 Huxtable Av,3,h,S,Sweeney,26/07/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,155 Chambers Rd,4,h,S,Hunter,27/06/2016,11.1,3025.0,3.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,61a First Av,3,h,S,RT,27/06/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,268d Mason St,4,t,S,RT,27/06/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,5 Cresser St,4,h,SP,RT,27/11/2016,11.1,3025.0,4.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/33 Fifth Av,3,h,S,RT,27/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,1/8 Fourth Av,3,h,PI,Hunter,27/11/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,107 McIntosh Rd,3,h,SP,Hunter,27/11/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,10 Knapp St,3,h,PI,Hunter,28/05/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,4/221 Blackshaws Rd,2,u,S,Jas,28/08/2016,11.1,3025.0,1.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,56a MacDonald Av,3,t,PI,hockingstuart,28/08/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Altona North,126 Sixth Av,3,h,SP,RT,30/07/2016,11.1,3025.0,2.0,Hobsons Bay City Council,Western Metropolitan,5132.0
Armadale,24 Hume St,3,h,S,RT,3/09/2016,6.3,3143.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,8/19 Mercer Rd,2,u,S,Jellis,3/09/2016,6.3,3143.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,1/42 Adelaide St,2,u,VB,Noel,3/12/2016,6.3,3143.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,14/71 Denbigh Rd,3,u,S,Marshall,3/12/2016,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,4/769 High St,3,t,S,Jellis,3/12/2016,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,12 Huntingtower Rd,3,h,S,Jellis,3/12/2016,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,28 Lambeth Av,3,h,S,Marshall,3/12/2016,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,7 Llaneast St,3,h,S,Jellis,3/12/2016,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,9/55 Northcote Rd,1,u,S,Biggin,3/12/2016,6.3,3143.0,0.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,1/7 Railway Av,2,u,SP,hockingstuart,3/12/2016,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,65 Barkly Av,3,h,S,Marshall,4/03/2017,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,28 Cambridge St,3,h,S,Hodges,4/03/2017,6.3,3143.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,6 Cambridge St,4,h,SN,Thomson,4/03/2017,6.3,3143.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,3/16 Fulton St,2,u,S,hockingstuart,4/03/2017,6.3,3143.0,2.0,Stonnington City Council,Southern Metropolitan,4836.0
Armadale,6 Fulton St,2,h,PI,Marshall,4/03/2017,6.3,3143.0,1.0,Stonnington City Council,Southern Metropolitan,4836.0
